mode,leaf_code,operator,value_cm,value2_cm,unit,source_fragment,leaf_text
land,A2.3-3.9,gte,30.0,,cm,ไม่น้อยกว่า 300 มิลลิเมตร,ปลายของราวจับให้ยื่นเลยจากจุดเริ่มต้นและจุดสิ้นสุดของบันไดไม่น้อยกว่า 300 มิลลิเมตร
land,A2.4-1,gte,30.0,,cm,ไม่น้อยกว่า 300 มิลลิเมตร,ให้มีการติดตั้งที่พื้นบริเวณที่มีระดับต่างกันเกิน 200 มิลลิเมตร โดยมีขนาดกว้างไม่น้อยกว่า 300 มิลลิเมตร และมีความยาวเท่า
land,A2.4-1,gte,20.0,,cm,200 มิลลิเมตร,ให้มีการติดตั้งที่พื้นบริเวณที่มีระดับต่างกันเกิน 200 มิลลิเมตร โดยมีขนาดกว้างไม่น้อยกว่า 300 มิลลิเมตร และมีความยาวเท่า
land,A2.4-3,range,30.0,35.0,cm,ไม่น้อยกว่า 300 มิลลิเมตร แต่ไม่เกิน 350 มิลลิเมตร,ขอบของพื้นผิวต่างสัมผัสอยู่ห่างจากจุดเริ่มต้นของทางขึ้นหรือทางลงของพื้นต่างระดับ ทางลาด บันได หรือประตูไม่น้อยกว่า 300 ม
land,A2.4-4,gte,30.0,,cm,ไม่น้อยกว่า 300 มิลลิเมตร,ทางเข้าอาคาร ทางเดินระหว่างอาคาร และทางเชื่อมระหว่างอาคาร ในกรณีที่มีสิ่งกีดขวางที่จำเป็นบนทางเดิน ต้องจัดให้อยู่ในแนวเด
land,A2.4-6,gte,60.0,,cm,600 มิลลิเมตร,ติดตั้งพื้นผิวต่างสัมผัสเตือนที่ริมขอบจุดพักทางข้าม ความกว้าง 600 มิลลิเมตร
land,A2.7-3,gte,120.0,,cm,"ไม่น้อยกว่า 1,200 มิลลิเมตร","ทางลาดต้องมีความกว้างไม่น้อยกว่า 1,200 มิลลิเมตร และต้องมีความลาดชันไม่เกิน 1 : 12"
land,A2.7-3,gte,12.0,,ratio_1_x,ความลาดชันไม่เกิน 1 : 12,"ทางลาดต้องมีความกว้างไม่น้อยกว่า 1,200 มิลลิเมตร และต้องมีความลาดชันไม่เกิน 1 : 12"
land,A2.7-4,lte,10.0,,percent,ความลาดชัน (Ramp slope) ร้อยละ 10,ขอบทางลาดปาดต้องมีความลาดชัน (Ramp slope) ร้อยละ 10
land,A2.8-4,gte,240.0,,cm,"ไม่น้อยกว่า 2,400 มิลลิเมตร","ขนาดกว้างไม่น้อยกว่า 2,400 มิลลิเมตร และยาวไม่น้อยกว่า 6,000 มิลลิเมตร"
land,A2.8-4,gte,600.0,,cm,"ไม่น้อยกว่า 6,000 มิลลิเมตร","ขนาดกว้างไม่น้อยกว่า 2,400 มิลลิเมตร และยาวไม่น้อยกว่า 6,000 มิลลิเมตร"
land,A2.8-5,gte,100.0,,cm,"ไม่น้อยกว่า 1,000 มิลลิเมตร","จัดให้มีที่ว่างข้างที่จอดรถกว้างไม่น้อยกว่า 1,000 มิลลิเมตร ตลอดความยาวของที่จอดรถ"
land,A2.8-6,gte,90.0,,cm,ไม่น้อยกว่า 900 มิลลิเมตร,มีสัญลักษณ์รูปคนพิการนั่งรถเข็นคนพิการ (Wheelchair) อยู่บนพื้นของที่จอดรถด้านที่ติดกับทางเดินรถขนาดสัญลักษณ์กว้างไม่น้อย
land,A2.8-6,gte,90.0,,cm,ไม่น้อยกว่า 900 มิลลิเมตร,มีสัญลักษณ์รูปคนพิการนั่งรถเข็นคนพิการ (Wheelchair) อยู่บนพื้นของที่จอดรถด้านที่ติดกับทางเดินรถขนาดสัญลักษณ์กว้างไม่น้อย
land,A2.8-9,gte,30.0,,cm,ไม่น้อยกว่า 300 มิลลิเมตร,มีป้ายแสดงที่จอดรถของคนพิการ ขนาดกว้างไม่น้อยกว่า 300 มิลลิเมตร และยาวไม่น้อยกว่า 300 มิลลิเมตร
land,A2.8-9,gte,30.0,,cm,ไม่น้อยกว่า 300 มิลลิเมตร,มีป้ายแสดงที่จอดรถของคนพิการ ขนาดกว้างไม่น้อยกว่า 300 มิลลิเมตร และยาวไม่น้อยกว่า 300 มิลลิเมตร
land,A2.8-11,gte,200.0,,cm,"ไม่น้อยกว่า 2,000 มิลลิเมตร","ป้ายสัญลักษณ์ติดตั้งอยู่สูงจากพื้นไม่น้อยกว่า 2,000 มิลลิเมตร"
land,A2.8-13,gte,12.0,,ratio_1_x,1:12,มีทางลาดความชันไม่เกิน 1:12
land,B1.1-1.1,gte,90.0,,cm,ไม่น้อยกว่า 900 มิลลิเมตร,ความกว้างของช่องประตูวัดถึงขอบในต้องไม่น้อยกว่า 900 มิลลิเมตร
land,B1.1-2.1,range,3.0,4.0,cm,ไม่น้อยกว่า 30 มิลลิเมตร แต่ไม่เกิน 40 มิลลิเมตร,"กรณีเป็นประตูบานเปิดผลักเข้า-ออก
2.1.1 ประตูต้องมีความกว้างสุทธิวัดถึงขอบในไม่น้อยกว่า 900 มิลลิเมตร
2.1.2 เปิดแล้วต้องม"
land,B1.1-2.1,gte,90.0,,cm,ไม่น้อยกว่า 900 มิลลิเมตร,"กรณีเป็นประตูบานเปิดผลักเข้า-ออก
2.1.1 ประตูต้องมีความกว้างสุทธิวัดถึงขอบในไม่น้อยกว่า 900 มิลลิเมตร
2.1.2 เปิดแล้วต้องม"
land,B1.1-2.1,gte,150.0,,cm,"ไม่น้อยกว่า 1,500 มิลลิเมตร","กรณีเป็นประตูบานเปิดผลักเข้า-ออก
2.1.1 ประตูต้องมีความกว้างสุทธิวัดถึงขอบในไม่น้อยกว่า 900 มิลลิเมตร
2.1.2 เปิดแล้วต้องม"
land,B1.1-2.1,gte,150.0,,cm,"ไม่น้อยกว่า 1,500 มิลลิเมตร","กรณีเป็นประตูบานเปิดผลักเข้า-ออก
2.1.1 ประตูต้องมีความกว้างสุทธิวัดถึงขอบในไม่น้อยกว่า 900 มิลลิเมตร
2.1.2 เปิดแล้วต้องม"
land,B1.1-2.1,gte,100.0,,cm,"ไม่น้อยกว่า 1,000 มิลลิเมตร","กรณีเป็นประตูบานเปิดผลักเข้า-ออก
2.1.1 ประตูต้องมีความกว้างสุทธิวัดถึงขอบในไม่น้อยกว่า 900 มิลลิเมตร
2.1.2 เปิดแล้วต้องม"
land,B1.1-2.1,lte,80.0,,cm,ไม่เกิน 800 มิลลิเมตร,"กรณีเป็นประตูบานเปิดผลักเข้า-ออก
2.1.1 ประตูต้องมีความกว้างสุทธิวัดถึงขอบในไม่น้อยกว่า 900 มิลลิเมตร
2.1.2 เปิดแล้วต้องม"
land,B1.1-2.2,range,3.0,4.0,cm,ไม่น้อยกว่า 30 มิลลิเมตร แต่ไม่เกิน 40 มิลลิเมตร,"กรณีเป็นประตูบานเลื่อน
2.2.1 ประตูต้องมีความกว้างสุทธิวัดถึงขอบในไม่น้อยกว่า 900 มิลลิเมตร
2.2.2 มีมือจับขนาดเท่ากับราวจ"
land,B1.1-2.2,range,80.0,90.0,cm,ไม่น้อยกว่า 800 มิลลิเมตร แต่ไม่เกิน 900 มิลลิเมตร,"กรณีเป็นประตูบานเลื่อน
2.2.1 ประตูต้องมีความกว้างสุทธิวัดถึงขอบในไม่น้อยกว่า 900 มิลลิเมตร
2.2.2 มีมือจับขนาดเท่ากับราวจ"
land,B1.1-2.2,gte,90.0,,cm,ไม่น้อยกว่า 900 มิลลิเมตร,"กรณีเป็นประตูบานเลื่อน
2.2.1 ประตูต้องมีความกว้างสุทธิวัดถึงขอบในไม่น้อยกว่า 900 มิลลิเมตร
2.2.2 มีมือจับขนาดเท่ากับราวจ"
land,B1.1-2.2,gte,100.0,,cm,"ไม่น้อยกว่า 1,000 มิลลิเมตร","กรณีเป็นประตูบานเลื่อน
2.2.1 ประตูต้องมีความกว้างสุทธิวัดถึงขอบในไม่น้อยกว่า 900 มิลลิเมตร
2.2.2 มีมือจับขนาดเท่ากับราวจ"
land,B1.1-2.2,lte,80.0,,cm,ไม่เกิน 800 มิลลิเมตร,"กรณีเป็นประตูบานเลื่อน
2.2.1 ประตูต้องมีความกว้างสุทธิวัดถึงขอบในไม่น้อยกว่า 900 มิลลิเมตร
2.2.2 มีมือจับขนาดเท่ากับราวจ"
land,B1.1-2.3,gte,90.0,,cm,ไม่น้อยกว่า 900 มิลลิเมตร,"กรณีเป็นประตูอัตโนมัติ
2.3.1 ความกว้างสุทธิของช่องเปิดประตูวัดถึงขอบในต้องไม่น้อยกว่า 900 มิลลิเมตร
2.3.2 ต้องมีปุ่มกดที"
land,B1.1-3,lte,120.0,,cm,"ไม่เกิน 1,200 มิลลิเมตร","อุปกรณ์เปิดและปิดประตูเป็นชนิดก้านบิดหรือแกนผลัก อยู่สูงจากพื้นไม่ต่ำกว่า 1,000 มิลลิเมตร แต่ไม่เกิน 1,200 มิลลิเมตร"
land,B1.1-3,gte,100.0,,cm,"1,000 มิลลิเมตร","อุปกรณ์เปิดและปิดประตูเป็นชนิดก้านบิดหรือแกนผลัก อยู่สูงจากพื้นไม่ต่ำกว่า 1,000 มิลลิเมตร แต่ไม่เกิน 1,200 มิลลิเมตร"
land,B1.1-4,lte,2.0,,cm,ไม่เกิน 20 มิลลิเมตร,กรณีมีธรณีประตูความสูงต้องไม่เกิน 20 มิลลิเมตร และขอบทั้งสองด้านมีความลาดเอียงไม่เกิน 45 องศา
land,B1.1-4,lte,45.0,,degree,45 องศา,กรณีมีธรณีประตูความสูงต้องไม่เกิน 20 มิลลิเมตร และขอบทั้งสองด้านมีความลาดเอียงไม่เกิน 45 องศา
land,B1.2-3,gte,70.0,,cm,ไม่น้อยกว่า 700 มิลลิเมตร,เคาน์เตอร์ต้องมีความสูงสุทธิไม่เกิน 800 มิลลิเมตร มีพื้นที่ว่างใต้โต๊ะหรือเคาน์เตอร์เพียงพอสำหรับรถเข็นคนพิการ (Wheelcha
land,B1.2-3,lte,80.0,,cm,ไม่เกิน 800 มิลลิเมตร,เคาน์เตอร์ต้องมีความสูงสุทธิไม่เกิน 800 มิลลิเมตร มีพื้นที่ว่างใต้โต๊ะหรือเคาน์เตอร์เพียงพอสำหรับรถเข็นคนพิการ (Wheelcha
land,B1.2-3,lte,75.0,,cm,ไม่เกิน 750 มิลลิเมตร,เคาน์เตอร์ต้องมีความสูงสุทธิไม่เกิน 800 มิลลิเมตร มีพื้นที่ว่างใต้โต๊ะหรือเคาน์เตอร์เพียงพอสำหรับรถเข็นคนพิการ (Wheelcha
land,B1.2-4,gte,40.0,,cm,ไม่น้อยกว่า 400 มิลลิเมตร,ความลึกสุทธิพื้นที่ว่างใต้โต๊ะหรือเคาน์เตอร์ไม่น้อยกว่า 400 มิลลิเมตร
land,B1.3-3,gte,70.0,,cm,ไม่น้อยกว่า 700 มิลลิเมตร,เคาน์เตอร์ต้องมีความสูงสุทธิไม่เกิน 800 มิลลิเมตร มีพื้นที่ว่างใต้โต๊ะหรือเคาน์เตอร์เพียงพอสำหรับรถเข็นคนพิการ (Wheelcha
land,B1.3-3,gte,40.0,,cm,ไม่น้อยกว่า 400 มิลลิเมตร,เคาน์เตอร์ต้องมีความสูงสุทธิไม่เกิน 800 มิลลิเมตร มีพื้นที่ว่างใต้โต๊ะหรือเคาน์เตอร์เพียงพอสำหรับรถเข็นคนพิการ (Wheelcha
land,B1.3-3,lte,80.0,,cm,ไม่เกิน 800 มิลลิเมตร,เคาน์เตอร์ต้องมีความสูงสุทธิไม่เกิน 800 มิลลิเมตร มีพื้นที่ว่างใต้โต๊ะหรือเคาน์เตอร์เพียงพอสำหรับรถเข็นคนพิการ (Wheelcha
land,B1.3-3,lte,75.0,,cm,ไม่เกิน 750 มิลลิเมตร,เคาน์เตอร์ต้องมีความสูงสุทธิไม่เกิน 800 มิลลิเมตร มีพื้นที่ว่างใต้โต๊ะหรือเคาน์เตอร์เพียงพอสำหรับรถเข็นคนพิการ (Wheelcha
land,B1.7-2,gte,90.0,,cm,ไม่น้อยกว่า 900 มิลลิเมตร,พื้นที่พักคอยเดี่ยวต้องมีด้านกว้างไม่น้อยกว่า 900 มิลลิเมตร และพื้นที่พักคอยแบบคู่ต้องมีด้านกว้างที่ละไม่น้อยกว่า 850 มิ
land,B1.7-2,gte,85.0,,cm,ไม่น้อยกว่า 850 มิลลิเมตร,พื้นที่พักคอยเดี่ยวต้องมีด้านกว้างไม่น้อยกว่า 900 มิลลิเมตร และพื้นที่พักคอยแบบคู่ต้องมีด้านกว้างที่ละไม่น้อยกว่า 850 มิ
land,B1.8-1.2,gte,90.0,,cm,ไม่น้อยกว่า 900 มิลลิเมตร,ความกว้างสุทธิไม่น้อยกว่า 900 มิลลิเมตร
land,B1.8-1.3,gte,150.0,,cm,"ไม่น้อยกว่า 1,500 มิลลิเมตร","พื้นที่หน้าทางลาดเป็นที่ว่างยาวไม่น้อยกว่า 1,500 มิลลิเมตร"
land,B1.8-1.4,gte,12.0,,ratio_1_x,ความลาดชันไม่เกิน 1:12,ความลาดชันไม่เกิน 1:12
land,B1.8-1.5,gte,5.0,,cm,ไม่น้อยกว่า 50 มิลลิเมตร,ทางลาดด้านที่ไม่มีผนังกั้นให้ยกขอบสูงจากพื้นผิวของทางลาดไม่น้อยกว่า 50 มิลลิเมตร และมีราวกันตก/ราวจับทำด้วยวัสดุที่มั่นค
land,B1.8-2.2,gte,90.0,,cm,ไม่น้อยกว่า 900 มิลลิเมตร,ความกว้างสุทธิไม่น้อยกว่า 900 มิลลิเมตร
land,B1.8-2.3,gte,150.0,,cm,"ไม่น้อยกว่า 1,500 มิลลิเมตร","พื้นที่หน้าทางลาดเป็นที่ว่างยาวไม่น้อยกว่า 1,500 มิลลิเมตร"
land,B1.8-2.4,gte,12.0,,ratio_1_x,ความลาดชันไม่เกิน 1:12,ความลาดชันไม่เกิน 1:12
land,B1.8-2.5,gte,5.0,,cm,ไม่น้อยกว่า 50 มิลลิเมตร,ทางลาดด้านที่ไม่มีผนังกั้นให้ยกขอบสูงจากพื้นผิวของทางลาดไม่น้อยกว่า 50 มิลลิเมตร และมีราวกันตก/ราวจับทำด้วยวัสดุที่มั่นค
land,B1.8-3.2,gte,150.0,,cm,"ไม่น้อยกว่า 1,500 มิลลิเมตร","ความกว้างสุทธิไม่น้อยกว่า 1,500 มิลลิเมตร"
land,B1.8-3.3,gte,150.0,,cm,"ไม่น้อยกว่า 1,500 มิลลิเมตร","พื้นที่หน้าทางลาดเป็นที่ว่างยาวไม่น้อยกว่า 1,500 มิลลิเมตร"
land,B1.8-3.4,gte,12.0,,ratio_1_x,ความลาดชันไม่เกิน 1:12,ความลาดชันไม่เกิน 1:12
land,B1.8-3.5,gte,5.0,,cm,ไม่น้อยกว่า 50 มิลลิเมตร,ทางลาดด้านที่ไม่มีผนังกั้นให้ยกขอบสูงจากพื้นผิวของทางลาดไม่น้อยกว่า 50 มิลลิเมตร และมีราวกันตก/ราวจับทำด้วยวัสดุที่มั่นค
land,B1.8-3.6,gte,150.0,,cm,"ไม่น้อยกว่า 1,500 มิลลิเมตร","จัดให้มีชานพักยาวไม่น้อยกว่า 1,500 มิลลิเมตรคั่นระหว่างแต่ละช่วงของทางลาด"
land,B1.8-4.2,range,3.0,4.0,cm,ไม่น้อยกว่า 30 มิลลิเมตร แต่ไม่เกิน 40 มิลลิเมตร,ลักษณะกลม เส้นผ่านศูนย์กลางไม่น้อยกว่า 30 มิลลิเมตร แต่ไม่เกิน 40 มิลลิเมตร
land,B1.8-4.3,range,80.0,90.0,cm,ไม่น้อยกว่า 800 มิลลิเมตรแต่ไม่เกิน 900 มิลลิเมตร,สูงจากพื้นไม่น้อยกว่า 800 มิลลิเมตรแต่ไม่เกิน 900 มิลลิเมตร
land,B1.8-4.4,range,70.0,75.0,cm,700 -750 มิลลิเมตร,ติดตั้งราวจับราวที่สองในระดับความสูงระหว่าง 700 -750 มิลลิเมตร จากพื้น เพื่อประโยชน์ต่อผู้ใช้รถเข็นคนพิการ (Wheelchair)
land,B1.8-4.5,range,60.0,65.0,cm,600-650 มิลลิเมตร,กรณีราวจับคู่ (Double rail) สำหรับราวจับของเด็กติดตั้งสูงจากพื้น 600-650 มิลลิเมตร
land,B1.8-4.6,gte,5.0,,cm,ไม่น้อยกว่า 50 มิลลิเมตร,ราวจับด้านที่อยู่ติดผนังให้มีระยะห่างจากผนังไม่น้อยกว่า 50 มิลลิเมตร มีความสูงจากจุดยึดไม่น้อยกว่า 120 มิลลิเมตร และผนัง
land,B1.8-4.6,gte,12.0,,cm,ไม่น้อยกว่า 120 มิลลิเมตร,ราวจับด้านที่อยู่ติดผนังให้มีระยะห่างจากผนังไม่น้อยกว่า 50 มิลลิเมตร มีความสูงจากจุดยึดไม่น้อยกว่า 120 มิลลิเมตร และผนัง
land,B1.8-4.8,gte,30.0,,cm,ไม่น้อยกว่า 300 มิลลิเมตร,ปลายของราวจับให้ยื่นเลยจากจุดเริ่มต้นและจุดสิ้นสุดของทางลาดไม่น้อยกว่า 300 มิลลิเมตร
land,B1.8-5,gte,150.0,,cm,"1,500 x 1,500 มิลลิเมตร (กว้าง)","พื้นที่บริเวณที่จุดเริ่มต้นและสิ้นสุดทางลาด ให้เป็นพื้นที่ว่างปราศจากสิ่งกีดขวางโดยมีความกว้างและความยาวไม่น้อยกว่า 1,50"
land,B1.8-5,gte,150.0,,cm,"1,500 x 1,500 มิลลิเมตร (ยาว)","พื้นที่บริเวณที่จุดเริ่มต้นและสิ้นสุดทางลาด ให้เป็นพื้นที่ว่างปราศจากสิ่งกีดขวางโดยมีความกว้างและความยาวไม่น้อยกว่า 1,50"
land,B1.9-1,gte,30.0,,cm,ไม่น้อยกว่า 300 มิลลิเมตร,ให้มีการติดตั้งที่พื้นบริเวณที่มีระดับต่างกันเกิน 200 มิลลิเมตร โดยมีขนาดกว้างไม่น้อยกว่า 300 มิลลิเมตร และมีความยาวเท่า
land,B1.9-1,gte,20.0,,cm,200 มิลลิเมตร,ให้มีการติดตั้งที่พื้นบริเวณที่มีระดับต่างกันเกิน 200 มิลลิเมตร โดยมีขนาดกว้างไม่น้อยกว่า 300 มิลลิเมตร และมีความยาวเท่า
land,B1.9-3,range,30.0,35.0,cm,ไม่น้อยกว่า 300 มิลลิเมตร แต่ไม่เกิน 350 มิลลิเมตร,ขอบของพื้นผิวต่างสัมผัสอยู่ห่างจากจุดเริ่มต้นของทางขึ้นหรือทางลงของพื้นต่างระดับ ทางลาด บันไดหรือประตูไม่น้อยกว่า 300 มิ
land,B1.9-4,gte,30.0,,cm,ไม่น้อยกว่า 300 มิลลิเมตร,ทางเข้าอาคาร ทางเดินระหว่างอาคาร และทางเชื่อมระหว่างอาคาร ในกรณีที่มีสิ่งกีดขวางที่จำเป็นบนทางเดินต้องจัดให้อยู่ในแนวเดี
land,B1.9-8,gte,60.0,,cm,600 มิลลิเมตร,ติดตั้งพื้นผิวต่างสัมผัสเตือนที่ริมขอบจุดพักทางข้าม ความกว้าง 600 มิลลิเมตร
land,B1.12-3,gte,30.0,,cm,ไม่น้อยกว่า 300 มิลลิเมตร,ป้ายสัญลักษณ์คนพิการ ขนาดกว้างไม่น้อยกว่า 300 มิลลิเมตร และยาวไม่น้อยกว่า 300 มิลลิเมตร
land,B1.12-3,gte,30.0,,cm,ไม่น้อยกว่า 300 มิลลิเมตร,ป้ายสัญลักษณ์คนพิการ ขนาดกว้างไม่น้อยกว่า 300 มิลลิเมตร และยาวไม่น้อยกว่า 300 มิลลิเมตร
land,B1.14-1,gte,150.0,,cm,"1,500 x 1,500 มิลลิเมตร (กว้าง)","ด้านหน้าโทรศัพท์มีพื้นที่กว้างเพียงพอสำหรับรถเข็นคนพิการ (Wheelchair) อย่างน้อย 1,500 x 1,500 มิลลิเมตร และไม่กีดขวางทาง"
land,B1.14-1,gte,150.0,,cm,"1,500 x 1,500 มิลลิเมตร (ยาว)","ด้านหน้าโทรศัพท์มีพื้นที่กว้างเพียงพอสำหรับรถเข็นคนพิการ (Wheelchair) อย่างน้อย 1,500 x 1,500 มิลลิเมตร และไม่กีดขวางทาง"
land,B1.14-2,gte,70.0,,cm,ไม่น้อยกว่า 700 มิลลิเมตร,ความสูงของโทรศัพท์หรือชั้นวางโทรศัพท์อยู่ในระดับที่รถเข็นคนพิการ (Wheelchair) สามารถใช้งานได้โดยสูงไม่เกิน 800 มิลลิเมตร
land,B1.14-2,lte,80.0,,cm,ไม่เกิน 800 มิลลิเมตร,ความสูงของโทรศัพท์หรือชั้นวางโทรศัพท์อยู่ในระดับที่รถเข็นคนพิการ (Wheelchair) สามารถใช้งานได้โดยสูงไม่เกิน 800 มิลลิเมตร
land,B1.14-2,lte,75.0,,cm,ไม่เกิน 750 มิลลิเมตร,ความสูงของโทรศัพท์หรือชั้นวางโทรศัพท์อยู่ในระดับที่รถเข็นคนพิการ (Wheelchair) สามารถใช้งานได้โดยสูงไม่เกิน 800 มิลลิเมตร
land,B1.14-3,gte,80.0,,cm,ไม่น้อยกว่า 800 มิลลิเมตร,ช่องหยอดเหรียญหรือที่เสียบบัตรโทรศัพท์และจอแสดงข้อมูล อยู่ด้านหน้าและสูงจากระดับพื้นไม่น้อยกว่า 800 มิลลิเมตร และไม่เกิน
land,B1.14-3,lte,110.0,,cm,"ไม่เกิน 1,100 มิลลิเมตร",ช่องหยอดเหรียญหรือที่เสียบบัตรโทรศัพท์และจอแสดงข้อมูล อยู่ด้านหน้าและสูงจากระดับพื้นไม่น้อยกว่า 800 มิลลิเมตร และไม่เกิน
land,B1.14-4,gte,75.0,,cm,ไม่น้อยกว่า 750 มิลลิเมตร,สายโทรศัพท์มีความยาวไม่น้อยกว่า 750 มิลลิเมตรสำหรับรถเข็นคนพิการ (Wheelchair)
land,B1.14-7,gte,120.0,,cm,"1,200 x 900 มิลลิเมตร (กว้าง)","ภายในตู้มีพื้นที่กว้างสุทธิไม่น้อยกว่า 1,200 x 900 มิลลิเมตร สำหรับรถเข็นคนพิการ (Wheelchair) ควรเรียบเสมอกับพื้นภายนอกต"
land,B1.14-7,gte,90.0,,cm,"1,200 x 900 มิลลิเมตร (ยาว)","ภายในตู้มีพื้นที่กว้างสุทธิไม่น้อยกว่า 1,200 x 900 มิลลิเมตร สำหรับรถเข็นคนพิการ (Wheelchair) ควรเรียบเสมอกับพื้นภายนอกต"
land,B1.15-1,gte,150.0,,cm,"1,500 x 1,500 มิลลิเมตร (กว้าง)","ต้องมีพื้นที่ว่างบริเวณจุดบริการน้ำดื่มไม่น้อยกว่า 1,500 x 1,500 มิลลิเมตร"
land,B1.15-1,gte,150.0,,cm,"1,500 x 1,500 มิลลิเมตร (ยาว)","ต้องมีพื้นที่ว่างบริเวณจุดบริการน้ำดื่มไม่น้อยกว่า 1,500 x 1,500 มิลลิเมตร"
land,B1.15-3.1,gte,85.0,,cm,ไม่น้อยกว่า 850 มิลลิเมตร,ระดับที่หนึ่งมีความสูงจากพื้นไม่น้อยกว่า 850 มิลลิเมตร และมีพื้นที่ว่างใต้อุปกรณ์ในการจ่ายน้ำโดยมีความสูงจากพื้นไม่น้อยก
land,B1.15-3.1,gte,70.0,,cm,ไม่น้อยกว่า 700 มิลลิเมตร,ระดับที่หนึ่งมีความสูงจากพื้นไม่น้อยกว่า 850 มิลลิเมตร และมีพื้นที่ว่างใต้อุปกรณ์ในการจ่ายน้ำโดยมีความสูงจากพื้นไม่น้อยก
land,B1.15-3.1,lte,75.0,,cm,ไม่เกิน 750 มิลลิเมตร,ระดับที่หนึ่งมีความสูงจากพื้นไม่น้อยกว่า 850 มิลลิเมตร และมีพื้นที่ว่างใต้อุปกรณ์ในการจ่ายน้ำโดยมีความสูงจากพื้นไม่น้อยก
land,B1.15-3.2,gte,95.0,,cm,ไม่น้อยกว่า 950 มิลลิเมตร,ระดับที่สองมีความสูงจากพื้นไม่น้อยกว่า 950 มิลลิเมตร
land,B1.16-1,gte,150.0,,cm,"1,500 x 1,500 มิลลิเมตร (กว้าง)",บริเวณด้านหน้าตู้บริการเงินด่วนมีพื้นที่กว้างเพียงพอสำหรับรถเข็นคนพิการ (Wheelchair) ในการใช้งานได้อย่างสะดวก โดยมีความก
land,B1.16-1,gte,150.0,,cm,"1,500 x 1,500 มิลลิเมตร (ยาว)",บริเวณด้านหน้าตู้บริการเงินด่วนมีพื้นที่กว้างเพียงพอสำหรับรถเข็นคนพิการ (Wheelchair) ในการใช้งานได้อย่างสะดวก โดยมีความก
land,B1.16-2,lte,80.0,,cm,ไม่เกิน 800 มิลลิเมตร,ความสูงของตู้บริการเงินด่วนควรอยู่ในระดับที่รถเข็นคนพิการ (Wheelchair) สามารถใช้งานได้โดยมีความสูงไม่เกิน 800 มิลลิเมตร 
land,B1.17-1,gte,150.0,,cm,"1,500 x 1,500 มิลลิเมตร (กว้าง)","บริเวณด้านหน้าตู้ไปรษณีย์ต้องมีพื้นที่กว้างเพียงพอสำหรับรถเข็นคนพิการ (Wheelchair)โดยมีความกว้างสุทธิไม่น้อยกว่า 1,500 x"
land,B1.17-1,gte,150.0,,cm,"1,500 x 1,500 มิลลิเมตร (ยาว)","บริเวณด้านหน้าตู้ไปรษณีย์ต้องมีพื้นที่กว้างเพียงพอสำหรับรถเข็นคนพิการ (Wheelchair)โดยมีความกว้างสุทธิไม่น้อยกว่า 1,500 x"
land,B1.17-2,gte,80.0,,cm,ไม่น้อยกว่า 800 มิลลิเมตร,ต้องมีช่องใส่จดหมายสำหรับคนพิการ โดยความสูงของช่องใส่จดหมายอยู่ในระดับที่รถเข็นคนพิการ(Wheelchair) สามารถใช้งานได้ และสู
land,B1.17-2,lte,90.0,,cm,ไม่เกิน 900 มิลลิเมตร,ต้องมีช่องใส่จดหมายสำหรับคนพิการ โดยความสูงของช่องใส่จดหมายอยู่ในระดับที่รถเข็นคนพิการ(Wheelchair) สามารถใช้งานได้ และสู
land,B2.1-1,gte,150.0,,cm,"ไม่น้อยกว่า 1,500 มิลลิเมตร",มีพื้นที่กว้างสำหรับรถเข็นคนพิการ (Wheelchair)ในการใช้งานได้อย่างสะดวก และมีพื้นที่ในการจัดเก็บรถเข็นคนพิการ (Wheelchair
land,B2.1-5,gte,90.0,,cm,ไม่น้อยกว่า 900 มิลลิเมตร,ประตูห้องน้ำควรอยู่ในลักษณะที่เป็นการเปิดออกทางด้านนอก เป็นประตูบานเลื่อนหรือบานผลักที่มีความกว้างของช่องประตูวัดถึงขอบใ
land,B2.1-5,lte,90.0,,degree,90 องศา,ประตูห้องน้ำควรอยู่ในลักษณะที่เป็นการเปิดออกทางด้านนอก เป็นประตูบานเลื่อนหรือบานผลักที่มีความกว้างของช่องประตูวัดถึงขอบใ
land,B2.1-6,range,30.0,35.0,cm,ไม่น้อยกว่า 300 มิลลิเมตร แต่ไม่เกิน 350 มิลลิเมตร,พื้นด้านหน้าของประตูห้องน้ำมีพื้นผิวต่างสัมผัสชนิดปูเตือน (Warning Tactile/Block) อยู่ห่างจากประตูไม่น้อยกว่า 300 มิลลิเ
land,B2.1-7.1,range,45.0,50.0,cm,ไม่น้อยกว่า 450 มิลลิเมตร แต่ไม่เกิน 500 มิลลิเมตร,มีโถส้วมชนิดนั่งราบ สูงจากพื้นไม่น้อยกว่า 450 มิลลิเมตร แต่ไม่เกิน 500 มิลลิเมตร มีพนักพิงหลังที่ให้คนพิการ และผู้สูงอาย
land,B2.1-7.2,range,45.0,50.0,cm,ไม่น้อยกว่า 450 มิลลิเมตร แต่ไม่เกิน 500 มิลลิเมตร,มีด้านข้างด้านหนึ่งของโถส้วมอยู่ชิดผนังโดยมีระยะห่างวัดจากกึ่งกลางโถส้วมถึงผนังไม่น้อยกว่า 450 มิลลิเมตร แต่ไม่เกิน 500 
